player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Marcos Alonso,es ESP,DF,Chelsea,30-039,1990,5.0,5.0,405.0,1.0,0.0,0.0,0.0,1.0,0.0,0.22,0.0,0.22,0.22,0.22,0.4,0.4,0.1,0.08,0.02,0.1,0.08,0.1,4.5,6.0,1.0,1.0,16.7,1.33,0.22,0.17,1.0,0.06,0.6,0.6,238.0,282.0,84.4,4037.0,1458.0,123.0,131.0,93.9,93.0,107.0,86.9,20.0,35.0,57.1,-0.1,4.0,9.0,2.0,0.0,22.0,243.0,39.0,5.0,0.0,40.0,4.0,1.0,2.0,0.0,2.0,0.0,188.0,45.0,49.0,211.0,22.0,11.0,32.0,1.0,2.0,3.0,3.0,8.0,12.0,2.67,11.0,0.0,0.0,0.0,1.0,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,3.0,70.0,20.0,28.6,39.0,19.0,12.0,12.0,1.0,0.0,11.0,2.0,20.0,0.0,341.0,18.0,119.0,145.0,106.0,13.0,301.0,4.0,8.0,50.0,4.0,0.0,211.0,1132.0,716.0,28.0,11.0,1.0,238.0,214.0,89.9,2.0,6.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,46.0,12.0,7.0,63.2
Steven Alzate,co COL,MF,Brighton,22-150,1998,9.0,6.0,612.0,1.0,0.0,0.0,0.0,1.0,0.0,0.15,0.0,0.15,0.15,0.15,0.5,0.5,0.4,0.08,0.05,0.13,0.08,0.13,6.8,4.0,2.0,0.0,50.0,0.59,0.29,0.25,0.5,0.14,0.5,0.5,266.0,304.0,87.5,4872.0,918.0,120.0,136.0,88.2,107.0,113.0,94.7,37.0,45.0,82.2,-0.4,7.0,21.0,4.0,0.0,21.0,297.0,7.0,2.0,0.0,62.0,8.0,1.0,1.0,1.0,0.0,0.0,251.0,29.0,24.0,23.0,261.0,11.0,4.0,1.0,0.0,2.0,4.0,8.0,18.0,2.65,15.0,0.0,1.0,2.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,10.0,3.0,2.0,2.0,6.0,33.3,4.0,107.0,40.0,37.4,34.0,50.0,23.0,14.0,1.0,0.0,13.0,4.0,9.0,1.0,381.0,17.0,90.0,203.0,109.0,12.0,374.0,7.0,11.0,63.6,8.0,0.0,275.0,1256.0,606.0,28.0,9.0,3.0,302.0,277.0,91.7,10.0,11.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,48.0,6.0,11.0,35.3
Daniel Amartey,gh GHA,DF,Leicester City,26-046,1994,5.0,3.0,280.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.02,0.0,0.02,0.02,0.02,3.1,1.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.06,-0.1,-0.1,153.0,178.0,86.0,2831.0,844.0,52.0,54.0,96.3,85.0,95.0,89.5,14.0,23.0,60.9,0.0,0.0,7.0,0.0,0.0,11.0,173.0,5.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,128.0,20.0,30.0,12.0,140.0,11.0,5.0,1.0,0.0,0.0,1.0,3.0,1.0,0.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,33.3,2.0,25.0,7.0,28.0,13.0,9.0,3.0,4.0,1.0,0.0,3.0,3.0,17.0,0.0,209.0,26.0,108.0,103.0,7.0,1.0,204.0,1.0,1.0,100.0,1.0,0.0,129.0,410.0,206.0,2.0,2.0,0.0,140.0,130.0,92.9,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,44.0,12.0,12.0,50.0
Ethan Ampadu,wal WAL,"DF,MF",Sheffield Utd,20-144,2000,16.0,15.0,1331.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.8,0.02,0.05,0.07,0.02,0.07,14.8,6.0,2.0,0.0,33.3,0.41,0.14,0.0,0.0,0.04,-0.3,-0.3,535.0,676.0,79.1,10680.0,3418.0,191.0,228.0,83.8,264.0,303.0,87.1,73.0,122.0,59.8,-0.8,8.0,54.0,13.0,1.0,58.0,630.0,46.0,7.0,2.0,79.0,22.0,5.0,5.0,5.0,0.0,0.0,435.0,92.0,149.0,100.0,458.0,48.0,34.0,3.0,1.0,19.0,9.0,16.0,12.0,0.81,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,25.0,18.0,18.0,4.0,13.0,35.0,37.1,22.0,229.0,68.0,29.7,107.0,88.0,34.0,30.0,11.0,0.0,19.0,23.0,58.0,0.0,847.0,71.0,294.0,450.0,160.0,6.0,804.0,7.0,10.0,70.0,7.0,0.0,466.0,2828.0,1612.0,65.0,21.0,0.0,504.0,483.0,95.8,11.0,6.0,0.0,13.0,15.0,1.0,0.0,0.0,0.0,159.0,49.0,18.0,73.1
Joachim Andersen,dk DEN,DF,Fulham,24-250,1996,15.0,15.0,1321.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,1.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.04,0.0,0.0,648.0,791.0,81.9,15730.0,4556.0,129.0,148.0,87.2,361.0,391.0,92.3,154.0,241.0,63.9,0.0,1.0,46.0,3.0,0.0,43.0,766.0,25.0,21.0,0.0,77.0,41.0,0.0,0.0,0.0,0.0,0.0,529.0,61.0,201.0,81.0,611.0,53.0,4.0,5.0,2.0,18.0,8.0,8.0,11.0,0.75,11.0,0.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,19.0,14.0,13.0,5.0,1.0,7.0,14.0,50.0,7.0,90.0,36.0,40.0,63.0,24.0,3.0,22.0,12.0,0.0,10.0,15.0,98.0,0.0,941.0,172.0,564.0,395.0,37.0,5.0,919.0,2.0,2.0,100.0,2.0,0.0,537.0,3300.0,1746.0,27.0,6.0,0.0,594.0,580.0,97.6,1.0,1.0,0.0,18.0,11.0,0.0,0.0,1.0,0.0,172.0,56.0,11.0,83.6
Elliot Anderson,sco SCO,MF,Newcastle Utd,18-091,2002,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,10.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe Anderson,br BRA,"FW,MF",West Ham,27-296,1993,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,66.7,61.0,28.0,2.0,2.0,100.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,33.3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,68.0,50.0,2.0,1.0,0.0,7.0,6.0,85.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michail Antonio,eng ENG,FW,West Ham,30-314,1990,14.0,12.0,995.0,5.0,3.0,0.0,0.0,1.0,0.0,0.45,0.27,0.72,0.45,0.72,5.9,5.9,1.3,0.53,0.12,0.65,0.53,0.65,11.1,37.0,15.0,0.0,40.5,3.35,1.36,0.14,0.33,0.16,-0.9,-0.9,146.0,232.0,62.9,2321.0,353.0,80.0,114.0,70.2,41.0,69.0,59.4,15.0,26.0,57.7,1.7,12.0,12.0,3.0,0.0,10.0,217.0,15.0,1.0,0.0,61.0,6.0,15.0,0.0,0.0,0.0,0.0,118.0,64.0,50.0,37.0,141.0,17.0,8.0,8.0,0.0,7.0,4.0,14.0,37.0,3.35,19.0,1.0,3.0,4.0,10.0,7.0,0.63,4.0,1.0,0.0,0.0,2.0,0.0,6.0,3.0,1.0,4.0,1.0,1.0,5.0,20.0,4.0,134.0,42.0,31.3,7.0,53.0,74.0,15.0,7.0,0.0,8.0,5.0,5.0,0.0,419.0,7.0,18.0,183.0,249.0,71.0,405.0,25.0,40.0,62.5,28.0,0.0,292.0,1327.0,842.0,49.0,17.0,14.0,592.0,323.0,54.6,44.0,35.0,0.0,14.0,25.0,11.0,0.0,0.0,0.0,41.0,28.0,56.0,33.3
Alphonse Areola,fr FRA,GK,Fulham,27-344,1993,20.0,20.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,527.0,71.9,11210.0,7313.0,98.0,98.0,100.0,124.0,125.0,99.2,149.0,296.0,50.3,0.0,0.0,4.0,0.0,0.0,0.0,326.0,201.0,57.0,0.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,253.0,23.0,251.0,32.0,378.0,0.0,0.0,89.0,2.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,596.0,535.0,593.0,3.0,0.0,0.0,395.0,0.0,0.0,0.0,0.0,0.0,225.0,1225.0,614.0,0.0,0.0,0.0,188.0,186.0,98.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0
Stuart Armstrong,sco SCO,MF,Southampton,28-312,1992,18.0,17.0,1484.0,3.0,2.0,0.0,0.0,1.0,0.0,0.18,0.12,0.3,0.18,0.3,1.4,1.4,1.4,0.09,0.08,0.17,0.09,0.17,16.5,23.0,4.0,0.0,17.4,1.39,0.24,0.13,0.75,0.06,1.6,1.6,506.0,646.0,78.3,7721.0,2243.0,292.0,343.0,85.1,174.0,207.0,84.1,30.0,47.0,63.8,0.6,18.0,41.0,17.0,4.0,54.0,612.0,34.0,2.0,3.0,136.0,2.0,14.0,0.0,0.0,0.0,0.0,493.0,96.0,57.0,118.0,492.0,23.0,7.0,2.0,1.0,3.0,18.0,43.0,36.0,2.18,27.0,0.0,3.0,1.0,2.0,7.0,0.42,4.0,0.0,1.0,0.0,1.0,0.0,39.0,28.0,13.0,19.0,7.0,11.0,41.0,26.8,30.0,275.0,83.0,30.2,84.0,126.0,65.0,21.0,1.0,0.0,20.0,15.0,10.0,0.0,864.0,23.0,135.0,499.0,312.0,42.0,830.0,29.0,53.0,54.7,29.0,0.0,576.0,3317.0,1954.0,103.0,42.0,8.0,737.0,595.0,80.7,36.0,34.0,0.0,24.0,14.0,3.0,0.0,0.0,0.0,134.0,5.0,10.0,33.3
Kepa Arrizabalaga,es ESP,GK,Chelsea,26-125,1994,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,106.0,79.2,2367.0,1222.0,21.0,22.0,95.5,34.0,34.0,100.0,29.0,50.0,58.0,0.0,0.0,1.0,0.0,0.0,0.0,79.0,27.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,6.0,42.0,13.0,74.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,117.0,116.0,117.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,62.0,251.0,135.0,0.0,0.0,0.0,60.0,60.0,100.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,31-232,1989,18.0,17.0,1544.0,5.0,1.0,1.0,1.0,2.0,0.0,0.29,0.06,0.35,0.23,0.29,6.1,5.3,1.5,0.35,0.09,0.44,0.31,0.4,17.2,38.0,15.0,0.0,39.5,2.22,0.87,0.11,0.27,0.14,-1.1,-1.3,363.0,482.0,75.3,5559.0,1140.0,205.0,246.0,83.3,126.0,166.0,75.9,21.0,40.0,52.5,-0.5,14.0,13.0,23.0,9.0,40.0,469.0,13.0,1.0,4.0,100.0,6.0,39.0,1.0,0.0,0.0,0.0,340.0,70.0,72.0,57.0,386.0,14.0,3.0,6.0,5.0,5.0,9.0,17.0,32.0,1.87,25.0,0.0,2.0,2.0,3.0,5.0,0.29,5.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,3.0,7.0,1.0,3.0,15.0,20.0,12.0,200.0,48.0,24.0,36.0,81.0,83.0,18.0,1.0,0.0,17.0,3.0,12.0,0.0,623.0,16.0,86.0,252.0,329.0,83.0,610.0,7.0,14.0,50.0,8.0,0.0,422.0,2567.0,1570.0,80.0,28.0,18.0,825.0,491.0,59.5,18.0,17.0,0.0,9.0,12.0,12.0,0.0,0.0,1.0,60.0,20.0,35.0,36.4
Serge Aurier,ci CIV,DF,Tottenham,28-043,1992,12.0,12.0,1008.0,2.0,1.0,0.0,0.0,0.0,0.0,0.18,0.09,0.27,0.18,0.27,0.9,0.9,1.2,0.08,0.11,0.19,0.08,0.19,11.2,8.0,4.0,0.0,50.0,0.71,0.36,0.25,0.5,0.11,1.1,1.1,409.0,541.0,75.6,6701.0,2888.0,206.0,234.0,88.0,164.0,223.0,73.5,30.0,58.0,51.7,-0.2,5.0,13.0,16.0,6.0,39.0,440.0,101.0,6.0,2.0,43.0,6.0,17.0,0.0,0.0,0.0,0.0,302.0,118.0,121.0,33.0,364.0,34.0,95.0,1.0,0.0,7.0,13.0,19.0,15.0,1.34,12.0,0.0,1.0,1.0,1.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,48.0,24.0,33.0,13.0,2.0,15.0,34.0,44.1,19.0,250.0,66.0,26.4,145.0,79.0,26.0,22.0,5.0,0.0,17.0,15.0,35.0,2.0,696.0,56.0,246.0,291.0,188.0,14.0,598.0,7.0,14.0,50.0,8.0,0.0,365.0,1350.0,744.0,34.0,10.0,1.0,423.0,378.0,89.4,7.0,10.0,0.0,18.0,9.0,0.0,0.0,1.0,0.0,82.0,23.0,21.0,52.3
Charlie Austin,eng ENG,FW,West Brom,31-215,1989,5.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.13,0.0,0.13,0.13,0.13,1.5,3.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.07,-0.2,-0.2,24.0,33.0,72.7,363.0,124.0,11.0,13.0,84.6,12.0,16.0,75.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,2.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,11.0,6.0,3.0,18.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,23.0,7.0,30.4,5.0,8.0,10.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,57.0,5.0,9.0,22.0,28.0,3.0,55.0,2.0,4.0,50.0,2.0,0.0,35.0,125.0,67.0,2.0,0.0,1.0,89.0,39.0,43.8,6.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,7.0,13.0,35.0
Jordan Ayew,gh GHA,FW,Crystal Palace,29-147,1991,18.0,11.0,1055.0,1.0,2.0,0.0,0.0,1.0,0.0,0.09,0.17,0.26,0.09,0.26,1.5,1.5,0.3,0.13,0.03,0.16,0.13,0.16,11.7,13.0,6.0,0.0,46.2,1.11,0.51,0.08,0.17,0.12,-0.5,-0.5,244.0,304.0,80.3,3401.0,624.0,152.0,176.0,86.4,72.0,90.0,80.0,9.0,15.0,60.0,1.7,7.0,9.0,4.0,0.0,20.0,290.0,14.0,2.0,0.0,61.0,5.0,6.0,0.0,0.0,0.0,0.0,246.0,34.0,24.0,18.0,252.0,12.0,1.0,5.0,1.0,2.0,7.0,6.0,21.0,1.79,12.0,0.0,2.0,1.0,5.0,5.0,0.43,3.0,0.0,0.0,1.0,1.0,0.0,20.0,16.0,4.0,10.0,6.0,4.0,17.0,23.5,13.0,304.0,85.0,28.0,44.0,161.0,99.0,11.0,1.0,0.0,10.0,12.0,5.0,0.0,486.0,8.0,64.0,262.0,207.0,34.0,473.0,20.0,41.0,48.8,23.0,1.0,358.0,2016.0,1044.0,42.0,23.0,7.0,643.0,349.0,54.3,29.0,44.0,0.0,20.0,30.0,5.0,0.0,0.0,0.0,61.0,21.0,79.0,21.0
Luke Ayling,eng ENG,DF,Leeds United,29-164,1991,21.0,21.0,1869.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.7,0.04,0.08,0.12,0.04,0.12,20.8,15.0,3.0,0.0,20.0,0.72,0.14,0.0,0.0,0.05,-0.8,-0.8,1269.0,1592.0,79.7,26114.0,10217.0,429.0,485.0,88.5,633.0,725.0,87.3,199.0,340.0,58.5,-1.7,17.0,119.0,21.0,7.0,135.0,1402.0,190.0,29.0,4.0,129.0,49.0,33.0,0.0,0.0,0.0,0.0,967.0,270.0,355.0,130.0,1207.0,61.0,161.0,6.0,1.0,24.0,30.0,37.0,30.0,1.44,26.0,1.0,2.0,1.0,0.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,0.0,56.0,33.0,30.0,20.0,6.0,17.0,44.0,38.6,27.0,282.0,106.0,37.6,146.0,106.0,30.0,53.0,21.0,1.0,32.0,23.0,47.0,2.0,1834.0,170.0,857.0,849.0,314.0,41.0,1654.0,25.0,33.0,75.8,26.0,3.0,1158.0,8385.0,5437.0,141.0,40.0,3.0,1264.0,1201.0,95.0,19.0,18.0,0.0,12.0,28.0,1.0,0.0,0.0,0.0,256.0,39.0,36.0,52.0
César Azpilicueta,es ESP,DF,Chelsea,31-161,1989,12.0,10.0,951.0,1.0,1.0,0.0,0.0,4.0,0.0,0.09,0.09,0.19,0.09,0.19,0.6,0.6,0.4,0.06,0.04,0.1,0.06,0.1,10.6,7.0,3.0,0.0,42.9,0.66,0.28,0.14,0.33,0.09,0.4,0.4,788.0,920.0,85.7,14184.0,4993.0,310.0,335.0,92.5,402.0,445.0,90.3,65.0,111.0,58.6,0.6,9.0,71.0,9.0,3.0,48.0,824.0,96.0,14.0,1.0,51.0,9.0,15.0,0.0,0.0,0.0,0.0,643.0,144.0,133.0,88.0,688.0,41.0,82.0,5.0,2.0,9.0,11.0,20.0,17.0,1.61,16.0,0.0,0.0,0.0,0.0,2.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0,19.0,9.0,5.0,10.0,4.0,6.0,12.0,50.0,6.0,148.0,45.0,30.4,57.0,62.0,29.0,21.0,3.0,0.0,18.0,8.0,35.0,1.0,1021.0,48.0,327.0,497.0,231.0,17.0,926.0,3.0,6.0,50.0,3.0,0.0,579.0,2250.0,1351.0,52.0,15.0,0.0,731.0,700.0,95.8,2.0,4.0,0.0,18.0,5.0,2.0,0.0,0.0,0.0,125.0,22.0,25.0,46.8
Eric Bailly,ci CIV,DF,Manchester Utd,26-299,1994,7.0,6.0,548.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,6.1,1.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.05,0.0,0.0,288.0,321.0,89.7,5883.0,1953.0,89.0,96.0,92.7,159.0,171.0,93.0,39.0,52.0,75.0,0.0,0.0,22.0,0.0,0.0,18.0,315.0,6.0,6.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,263.0,27.0,31.0,36.0,261.0,16.0,0.0,0.0,0.0,1.0,7.0,3.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,38.0,15.0,39.5,17.0,20.0,1.0,12.0,11.0,0.0,1.0,18.0,31.0,0.0,395.0,59.0,226.0,186.0,7.0,2.0,391.0,2.0,2.0,100.0,2.0,0.0,241.0,1528.0,792.0,23.0,0.0,0.0,247.0,244.0,98.8,1.0,1.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,67.0,13.0,8.0,61.9
Fabián Balbuena,py PAR,DF,West Ham,29-166,1991,12.0,12.0,1080.0,1.0,0.0,0.0,0.0,1.0,0.0,0.08,0.0,0.08,0.08,0.08,0.6,0.6,0.0,0.05,0.0,0.05,0.05,0.05,12.0,7.0,2.0,0.0,28.6,0.58,0.17,0.14,0.5,0.09,0.4,0.4,319.0,420.0,76.0,7819.0,3040.0,62.0,71.0,87.3,173.0,198.0,87.4,80.0,142.0,56.3,0.0,0.0,29.0,0.0,0.0,27.0,396.0,24.0,22.0,0.0,27.0,17.0,0.0,0.0,0.0,0.0,0.0,252.0,37.0,131.0,47.0,339.0,23.0,2.0,1.0,2.0,10.0,5.0,4.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,13.0,18.0,4.0,0.0,10.0,19.0,52.6,9.0,118.0,41.0,34.7,76.0,41.0,1.0,23.0,4.0,0.0,19.0,12.0,81.0,1.0,552.0,85.0,290.0,272.0,21.0,9.0,532.0,1.0,2.0,50.0,1.0,0.0,287.0,1391.0,643.0,12.0,3.0,0.0,304.0,290.0,95.4,1.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,103.0,23.0,14.0,62.2
George Baldock,eng ENG,DF,Sheffield Utd,27-333,1993,19.0,19.0,1663.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.05,0.05,0.0,0.05,1.0,1.0,1.3,0.06,0.07,0.13,0.06,0.13,18.5,10.0,2.0,0.0,20.0,0.54,0.11,0.0,0.0,0.1,-1.0,-1.0,538.0,706.0,76.2,8164.0,2814.0,322.0,354.0,91.0,175.0,232.0,75.4,28.0,72.0,38.9,-0.3,12.0,26.0,21.0,6.0,38.0,562.0,144.0,2.0,0.0,84.0,9.0,36.0,0.0,0.0,0.0,0.0,370.0,170.0,166.0,33.0,493.0,30.0,142.0,1.0,2.0,13.0,8.0,42.0,22.0,1.19,18.0,0.0,1.0,2.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,30.0,11.0,18.0,9.0,3.0,12.0,26.0,46.2,14.0,263.0,60.0,22.8,112.0,98.0,53.0,26.0,3.0,0.0,23.0,12.0,43.0,0.0,883.0,52.0,220.0,286.0,421.0,31.0,744.0,14.0,30.0,46.7,16.0,0.0,496.0,3048.0,1695.0,82.0,24.0,6.0,557.0,480.0,86.2,15.0,14.0,0.0,31.0,14.0,5.0,0.0,0.0,0.0,134.0,12.0,24.0,33.3
